#	text	id	class
0	#فتاة_تايلاند تلك فَعْله لا تفعلها الحَرائِر .	1082345732810653697	1
1	#رهف_القنون الله لا يبلانا ويجبر مصابهم .	1083905151453278210	2
2	@abdullahalsaleh واذا انرفض قبول لجوئها لا اشوفك جاي تتهم الحكومة او تقول ابوها عنده واسطه وجابها بالقوه، هي قضيتها مع حقوق الانسان حالياً ، منتظرين جوابهم بعدها راح تستوعب يا مغفل ان حقوق الانسان منظمة وهمية ولا يهمها احد لا رهف ولا غيرها. #فتاة_تايلاند الكل سيتخلى عنها في الوقت المناسب.🙃	1082635444486094848	2
3	#رهف_القنون الانتقام من الذات،في كل ضحكة لها ألم،وفي كل خلوة مع نفسها ؛ عذاب. فتاة لا تقوى إلا على المكابرة لتصارع حزة ندم ، لن تكتفي بعضة الإبهام من الحسرة ، بل ستتمنى العودة ولو بأسوأ مما كانت تعتقده أسوأ من قبل اتخاذها القرار،ومن قبل ان تتلاقفها الأيدي كدميَة إلى مصير غامض.	1084997820585775105	2
4	#رهف_القنون انا اعيش حرة وفي نعيم اذا احد اخطاء علي في هذه البلد اثق تماما بمساعدتي من حكام وسلطات بلادي حكام الانسانية في مملكة الانسانية مو محتاجه لبلدان لاتملك ربع مايملكون حفظهم الله	1084096679987609600	0
5	#رهف_القنون أنبحث في الغياهب عن بريق - - وفي الأعداء نبحث عن صديق؟ أنطلب من لهيب الجمر ،لما - - تشب النار،إطفاء الحريق؟ أنخرق في السفينة ألف خرق - - ونعجب حين نسمع عن غريق؟	1085520848814002176	0
6	#رهف_محمد كنها ناقصتك يالقاصر الله يلعنك انتي واللي وراك العالم منتفض يبي ياخذك سالفه علينا والخنزيره من بكره بتبدا تحرك حنكها	1082274251640586240	1
7	من المؤكد أنه ظهر عليها بوادر الإنحراف عن المنهج الصحيح ومن المؤكد أن أهلها قد رؤا ذلك لكن خوفهم الغير مبرر منها وعليها منعهم من التخاطب مع جهات الإختصاص لمناصحتها وحبسها إن لزم الأمر نعيش فترة داعش لكن بالمقلوب والضحية الوالدين .. حفط الله ابنائنا #رهف_القنون	1084508255420903424	1
8	الجزء الكويس من اللي حصل إنها دحين لمن توصل أستراليا حتلاقي دعم كبير لها من جهات مختلفة و حتى الناس العاديين حيساعدوها. غير الدعم و المساندة من خارج أستراليا. ♥️🇳🇿 #فتاة_تايلاند	1082305603589074944	0
9	اقول ترا عطيتوها أكبر من حجمها وحدة اختارت الهجرة وبداية حياة ثانية خلاص تتحمل نتيجة وعواقب اختيارها #رهف_القنون	1084194304485138433	0
10	الأحمق يؤذي نفسه من حيث لا يشعر و هذا ما حصل مع الحكومة #السعودية فقد أصبحت #رهف_القنون لاجئة رغما عن انوفهم بعد ان كانت مسافره بسيطة تبحث عن الحرية. لو انهم تركوها و شأنها انتهى الموضوع بسلام لكن بغبائهم في التعامل مع الموضوع خرجت منتصرة و كسرت انوفهم هنيئا لرهف الحرية	1083825009909551106	1
11	لو تلفين العالم كله ما تلقين 🚫🚫مثل حضن امج وابوج تعبوا عليج وعطوج من عمرهم وسنينهم ..نزلتي راسهم وفشلتيهم💀🚫 وكسرتيهم الله يعوضهم على هالابتلاء انتي مصيبه🚫🚫 وصارت على راسهم ربي ياخذ حقهم راح تندمين على اللي سويتيه فيهم قد شعر راسج 🚫 #فتاه_تايلند #رهف_محمد_القنون	1084372417731006464	1
12	#رهف_محمد خاصة انها لازم تصرف على نفسها و تدفع ايجار السكن و مصاريف الاكل و اللبس و الدراسه و المواصلات والعلاج وووووووو راتب اللجوء من (سته اشهر إلي 12شهر ))فقط ، بعد الضجه العالميه الكل بيسحب عليك وراح تندمي ،وبعد سحب المعونه عنك راح تتأكدي بنفسك ،	1085318693540769794	0
13	المعنفين من الحكومات ليش ما يعملوا مثل #رهف_القنون ... ولا ما بلاقوا تعاطف 😋😋	1084078273666170880	0
14	#فتاة_تايلند يا سرع ماتبدي ندمها والحسايف قزازةٍ عقب الكسر تصعب جبايرها	1082273108705361920	0
15	"وش كان صار لو توفرت حياة المرأة المستقلة كاملة الأهلية في وطنها ؟ ""ونحن لم نحلم بأكثر من حياة كالحياة "" #saverahaf #فتاه_تايلاند"	1082341451332284416	0
16	قرارها متهور جداً على ايش مبني لاعلم ولا دراسه ولالغه تحسب انها رايحه ملاهي وعمرها صغير 18سنه، احتضنوك صح فتره ولهم أهداف واطماع سياسيه ودينيه،والله اني حزينه عليك وع اهلك كان آلله بعونهم، وعونك ،ضيعتي نفسك دنيا واخره!💔💔💔 #رهف_محمد	1085321541422891009	0
17	مجرد تسائل لو #رهف_القنون لاجئة سوريا وتسكن مخيمات الجليد في لبنان ولديها أربعة أطفال جوعا وبرد قارص وزوج متوفي لما التفتت #الامم_المتحدة لها !! لماذا ؟ مع انه رهف عندها بيت كبير وعائلةوتاكل احسن الاكل وخدم وسائقين وجوازها في يدها تسافر اي مكان ... المسئله مش حقوق مرأة ابداً	1083546425819123713	0
18	اكثر قضيه انا مره متفاعله معها وليل ونهار على التويتر وتاركه كل اشغالي عشانها الله ياخذ رهف جججججججددد #فتاة_تايلاند	1083667332608811008	1
19	لا الومها هذي نتيجة طبيعيه للفكر الوهابي العفن #رهف_القنون	1084188977190588416	1
20	مشكلتها كانت مع الحكومة التايلاندية وأبداً مالها دخل بالقنصلية السعودية هناك هي خالفت أنظمة دخول تايلند لكن السربوت حيلوم السعودية في شي مالهم دخل فيه #فتاة_تايلند	1082367118241382400	1
21	@hrof_6 @rahaf84427714 أحزن عليها مسكينه تبقى وحيده لا أهل لا اخوان لا سند لاااا وطططن حتى الغرب ينظرون لها بنظره ذليله وعيونهم تتكلم هذه من تركت والديها!! حتى عيال الغرب ماسووها #رهف_القنون	1084115856903286785	0
22	اعتقد تطور الموضوع من هروب من التعنيف الى الهروب كأسلوب احتجاج وشجب واستنكار واشهار وتعريف وردة فعل وانتقام ناعم لحالات العنف داخل المجتمع خاصه المسكوت عنها #SavaRahaf #رهف_القنون	1082735037261508608	0
23	روضة اليوسف لنقطة حوار: #رهف_القنون حالة غير معنفة. المعنفة لا تتمكن من السفر أو يُضع الجواز والهاتف في يدها.	1083040570212261889	0
24	بعدين صدق بعض الرجال يغبنون الي يسبون ويقذفون ادعو لها بالهدايه ولا اسكتو مو معقول الهجوم والكلام البذيئ من بعض رجالنا اذا سمعو سالفه بنت منحاشه ياخي عيب مهما سوت مالك دخل لاانت ابوها وبتنزل راسك ولا انت اخوها كيف تسمح لك رجولتك تقذفها وانت مو عارف قصتها بالضبط #فتاة_تايلاند	1082238248548749312	0
